黑龙江省,哈尔滨市,黑龙江省,双江拉祜族佤族布朗族傣族自治县,云南省,临沧市,双江拉祜族佤族布朗族傣族自治县,,,
吉林省,黑河市,黑龙江省,积石山保安族东乡族撒拉族自治县,甘肃省,临夏回族自治州,积石山保安族东乡族撒拉族自治县,,,
辽宁省,伊春市,黑龙江省,镇沅彝族哈尼族拉祜族自治县,云南省,普洱市,镇沅彝族哈尼族拉祜族自治县,,,
北京市,齐齐哈尔市,黑龙江省,元江哈尼族彝族傣族自治县,云南省,玉溪市,元江哈尼族彝族傣族自治县,,,
天津,鹤岗市,黑龙江省,孟连傣族拉祜族佤族自治县,云南省,普洱市,孟连傣族拉祜族佤族自治县,,,
河北省,佳木斯市,黑龙江省,威宁彝族回族苗族自治县,贵州省,毕节地区,威宁彝族回族苗族自治县,,,
山西省,双鸭山市,黑龙江省,前郭尔罗斯蒙古族自治县,吉林省,松原市,前郭尔罗斯蒙古族自治县,,,
内蒙古自治区,绥化市,黑龙江省,莫力达瓦达斡尔族自治旗,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗,,,
江苏省,大庆市,黑龙江省,喀喇沁左翼蒙古族自治县,辽宁省,朝阳市,喀喇沁左翼蒙古族自治县,,,
浙江省,七台河市,黑龙江省,金平苗族瑶族傣族自治县,云南省,红河哈尼族彝族自治州,金平苗族瑶族傣族自治县,,,
安徽省,鸡西市,黑龙江省,紫云苗族布依族自治县,贵州省,安顺市,紫云苗族布依族自治县,,,
福建省,牡丹江市,黑龙江省,镇宁布依族苗族自治县,贵州省,安顺市,镇宁布依族苗族自治县,,,
江西省,绥芬河市,黑龙江省,酉阳土家族苗族自治县,重庆,重庆市,酉阳土家族苗族自治县,,,
山东省,长春市,吉林省,酉阳土家族苗族自治县,四川省,成都市,酉阳土家族苗族自治县,,,
台湾,白城市,吉林省,印江土家族苗族自治县,贵州省,铜仁地区,印江土家族苗族自治县,,,
河南省,松原市,吉林省,秀山土家族苗族自治县,重庆,重庆市,秀山土家族苗族自治县,,,
湖北省,吉林市,吉林省,务川仡佬族苗族自治县,贵州省,遵义市,务川仡佬族苗族自治县,,,
湖南省,四平市,吉林省,围场满族蒙古族自治县,河北省,承德市,围场满族蒙古族自治县,,,
广东省,辽源市,吉林省,彭水苗族土家族自治县,重庆,重庆市,彭水苗族土家族自治县,,,
广西壮族自治区,白山市,吉林省,宁洱哈尼族彝族自治县,云南省,普洱市,宁洱哈尼族彝族自治县,,,
海南省,通化市,吉林省,兰坪白族普米族自治县,云南省,怒江傈僳族自治州,兰坪白族普米族自治县,,,
四川省,延边朝鲜族自治州,吉林省,江城哈尼族彝族自治县,云南省,普洱市,江城哈尼族彝族自治县,,,
重庆市,沈阳市,辽宁省,和布克赛尔蒙古自治县,新疆维吾尔自治区,塔城地区,和布克赛尔蒙古自治县,,,
贵州省,铁岭市,辽宁省,关岭布依族苗族自治县,贵州省,安顺市,关岭布依族苗族自治县,,,
云南省,阜新市,辽宁省,贡山独龙族怒族自治县,云南省,怒江傈僳族自治州,贡山独龙族怒族自治县,,,
西藏自治区,抚顺市,辽宁省,杜尔伯特蒙古族自治县,黑龙江省,大庆市,杜尔伯特蒙古族自治县,,,
陕西省,本溪市,辽宁省,道真仡佬族苗族自治县,贵州省,遵义市,道真仡佬族苗族自治县,,,
甘肃省,辽阳市,辽宁省,阿克塞哈萨克族自治县,甘肃省,酒泉市,阿克塞哈萨克族自治县,,,
青海省,马鞍山市,安徽省,郑州经济技术开发区,河南省,郑州市,郑州经济技术开发区,,,
宁夏回族自治区,鞍山市,辽宁省,寻甸回族彝族自治县,云南省,昆明市,寻甸回族彝族自治县,,,
新疆维吾尔自治区,盘锦市,辽宁省,新平彝族傣族自治县,云南省,玉溪市,新平彝族傣族自治县,,,
上海,锦州市,辽宁省,巍山彝族回族自治县,云南省,大理白族自治州,巍山彝族回族自治县,,,
香港,葫芦岛市,辽宁省,琼中黎族苗族自治县,海南省,琼中黎族苗族自治县,琼中黎族苗族自治县,,,
澳门,营口市,辽宁省,民和回族土族自治县,青海省,海东地区,民和回族土族自治县,,,
,丹东市,辽宁省,民和回族土族自治县,青海省,海东地区,民和回族土族自治县,,,
,大连市,辽宁省,禄劝彝族苗族自治县,云南省,昆明市,禄劝彝族苗族自治县,,,
,北京市,北京,连山壮族瑶族自治县,广东省,清远市,连山壮族瑶族自治县,,,
,天津市,天津,靖州苗族侗族自治县,湖南省,怀化市,靖州苗族侗族自治县,,,
,石家庄市,河北省,景谷傣族彝族自治县,云南省,普洱市,景谷傣族彝族自治县,,,
,张家口市,河北省,耿马傣族佤族自治县,云南省,临沧市,耿马傣族佤族自治县,,,
,承德市,河北省,东侨经济技术开发区,福建省,宁德市,东侨经济技术开发区,,,
,唐山市,河北省,达尔罕茂明安联合旗,内蒙古自治区,包头市,达尔罕茂明安联合旗,,,
,秦皇岛市,河北省,保亭黎族苗族自治县,海南省,保亭黎族苗族自治县,保亭黎族苗族自治县,,,
,廊坊市,河北省,巴里坤哈萨克自治县,新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,,,
,保定市,河北省,高新技术产业开发区,吉林省,长春市,高新技术产业开发区,,,
,沧州市,河北省,长阳土家族自治县,湖北省,宜昌市,长阳土家族自治县,,,
,衡水市,河北省,玉龙纳西族自治县,云南省,丽江市,玉龙纳西族自治县,,,
,,,绩溪县,安徽省,宣城市,绩溪县,,,,,,
,,,济源市,河南省,省直辖,济源市,,,,,,
,,,济阳县,山东省,济南市,济阳县,,,,,,
,,,集贤县,黑龙江省,双鸭山市,集贤县,,,,,,
,,,集宁区,内蒙古自治区,乌兰察布市,集宁区,,,,,,
,,,集美区,福建省,厦门市,集美区,,,,,,
,,,集安市,吉林省,通化市,集安市,,,,,,
,,,即墨市,山东省,青岛市,即墨市,,,,,,
,,,吉州区,江西省,吉安市,吉州区,,,,,,
,,,吉阳区,海南省,三亚市,吉阳区,,,,,,
,,,安吉县,浙江省,湖州市,安吉县,,,,,,
,,,吉水县,江西省,吉安市,吉水县,,,,,,
,,,吉首市,湖南省,湘西土家族苗族自治州,吉首市,,,,,,
,,,吉隆县,西藏自治区,日喀则市,吉隆县,,,,,,
,,,吉利区,河南省,洛阳市,吉利区,,,,,,
,,,吉安县,江西省,吉安市,吉安县,,,,,,
,,,鸡泽县,河北省,邯郸市,鸡泽县,,,,,,
,,,鸡冠区,黑龙江省,鸡西市,鸡冠区,,,,,,
,,,鸡东县,黑龙江省,鸡西市,鸡东县,,,,,,
,,,霍州市,山西省,临汾市,霍州市,,,,,,
,,,霍山县,安徽省,六安市,霍山县,,,,,,
,,,霍邱县,安徽省,六安市,霍邱县,,,,,,
,,,霍城县,新疆维吾尔自治区,伊犁哈萨克自治州,霍城县,,,,,,
,,,获嘉县,河南省,新乡市,获嘉县,,,,,,
,,,浑源县,山西省,大同市,浑源县,,,,,,
,,,浑南区,辽宁省,沈阳市,浑南区,,,,,,
,,,浑江区,吉林省,白山市,浑江区,撤八道江区，设浑江区,,,,,
,,,惠阳区,广东省,惠州市,惠阳区,,,,,,
,,,惠水县,贵州省,黔南布依族苗族自治州,惠水县,,,,,,
,,,惠山区,江苏省,无锡市,惠山区,,,,,,
,,,惠农区,宁夏回族自治区,石嘴山市,惠农区,,,,,,
,,,惠民县,山东省,滨州市,惠民县,,,,,,
,,,惠来县,广东省,揭阳市,惠来县,,,,,,
,,,惠济区,河南省,郑州市,惠济区,,,,,,
,,,惠东县,广东省,惠州市,惠东县,,,,,,
,,,惠城区,广东省,惠州市,惠城区,,,,,,
,,,惠安县,福建省,泉州市,惠安县,,,,,,
,,,会泽县,云南省,曲靖市,会泽县,,,,,,
,,,会同县,湖南省,怀化市,会同县,,,,,,
,,,会宁县,甘肃省,白银市,会宁县,,,,,,
,,,会理县,四川省,凉山彝族自治州,会理县,,,,,,
,,,会东县,四川省,凉山彝族自治州,会东县,,,,,,
,,,会昌县,江西省,赣州市,会昌县,,,,,,
,,,汇川区,贵州省,遵义市,汇川区,,,,,,
,,,回民区,内蒙古自治区,呼和浩特市,回民区,,,,,,
,,,徽州区,安徽省,黄山市,徽州区,,,,,,
,,,辉县市,河南省,新乡市,辉县市,,,,,,
,,,辉南县,吉林省,通化市,辉南县,,,,,,
,,,珲春市,吉林省,延边朝鲜族自治州,珲春市,,,,,,
,,,潢川县,河南省,信阳市,潢川县,,,,,,
,,,湟中县,青海省,西宁市,湟中县,,,,,,
,,,湟源县,青海省,西宁市,湟源县,,,,,,
,,,黄州区,湖北省,黄冈市,黄州区,,,,,,
,,,黄岩区,浙江省,台州市,黄岩区,,,,,,
,,,黄山区,安徽省,黄山市,黄山区,,,,,,
,,,黄浦区,上海,上海市,黄浦区,,,,,,
,,,黄埔区,广东省,广州市,黄埔区,,,,,,
,,,黄平县,贵州省,黔东南苗族侗族自治州,黄平县,,,,,,
,,,黄龙县,陕西省,延安市,黄龙县,,,,,,
,,,黄陵县,陕西省,延安市,黄陵县,,,,,,
,,,黄骅市,河北省,沧州市,黄骅市,,,,,,
,,,黄岛区,山东省,青岛市,黄岛区,,,,,,
,,,黄陂区,湖北省,武汉市,黄陂区,,,,,,
,,,皇姑区,辽宁省,沈阳市,皇姑区,,,,,,
,,,桓台县,山东省,淄博市,桓台县,,,,,,
,,,环江县,广西壮族自治区,河池市,环江毛南族自治县,,,,,,
,,,环翠区,山东省,威海市,环翠区,,,,,,
,,,槐荫区,山东省,济南市,槐荫区,,,,,,
,,,淮阴区,江苏省,淮安市,淮阴区,,,,,,
,,,淮阳县,河南省,周口市,淮阳县,,,,,,
,,,淮上区,安徽省,蚌埠市,淮上区,,,,,,
,,,淮滨县,河南省,信阳市,淮滨县,,,,,,
,,,淮安区,江苏省,淮安市,淮安区,,,,,,
,,,怀远县,安徽省,蚌埠市,怀远县,,,,,,
,,,怀柔区,北京,北京市,怀柔区,,,,,,
,,,怀仁县,山西省,朔州市,怀仁县,,,,,,
,,,怀宁县,安徽省,安庆市,怀宁县,,,,,,
,,,怀来县,河北省,张家口市,怀来县,,,,,,
,,,怀集县,广东省,肇庆市,怀集县,,,,,,
,,,怀安县,河北省,张家口市,怀安县,,,,,,
,,,桦南县,黑龙江省,佳木斯市,桦南县,,,,,,
,,,桦甸市,吉林省,吉林市,桦甸市,,,,,,
,,,桦川县,黑龙江省,佳木斯市,桦川县,,,,,,
,,,化州市,广东省,茂名市,化州市,,,,,,
,,,化隆县,青海省,海东地区,化隆回族自治县,,,,,,
,,,化德县,内蒙古自治区,乌兰察布市,化德县,,,,,,
,,,华蓥市,四川省,广安市,华蓥市,,,,,,
,,,华阴市,陕西省,渭南市,华阴市,,,,,,
,,,华亭县,甘肃省,平凉市,华亭县,,,,,,
,,,华容县,湖南省,岳阳市,华容县,,,,,,
,,,华容区,湖北省,鄂州市,华容区,,,,,,
,,,华坪县,云南省,丽江市,华坪县,,,,,,
,,,华宁县,云南省,玉溪市,华宁县,,,,,,
,,,华龙区,河南省,濮阳市,华龙区,,,,,,
,,,华池县,甘肃省,庆阳市,华池县,,,,,,
,,,华安县,福建省,漳州市,华安县,,,,,,
,,,花垣县,湖南省,湘西土家族苗族自治州,花垣县,,,,,,
,,,花溪区,贵州省,贵阳市,花溪区,,,,,,
,,,花都区,广东省,广州市,花都区,,,,,,
,,,互助县,青海省,海东地区,互助土族自治县,,,,,,
,,,虎丘区,江苏省,苏州市,虎丘区,,,,,,
,,,虎林市,黑龙江省,鸡西市,虎林市,,,,,,
,,,湖里区,福建省,厦门市,湖里区,,,,,,
,,,湖口县,江西省,九江市,湖口县,,,,,,
,,,湖滨区,河南省,三门峡市,湖滨区,,,,,,
,,,壶关县,山西省,长治市,壶关县,,,,,,
,,,呼中区,黑龙江省,大兴安岭地区,呼中区,,,,,,
,,,呼玛县,黑龙江省,大兴安岭地区,呼玛县,,,,,,
,,,呼兰区,黑龙江省,哈尔滨市,呼兰区,,,,,,
,,,侯马市,山西省,临汾市,侯马市,,,,,,
,,,洪泽县,江苏省,淮安市,洪泽县,,,,,,
,,,洪雅县,四川省,眉山市,洪雅县,,,,,,
,,,洪山区,湖北省,武汉市,洪山区,,,,,,
,,,洪江区,湖南省,怀化市,洪江区,,,,,,
,,,洪湖市,湖北省,荆州市,洪湖市,,,,,,
,,,洪洞县,山西省,临汾市,洪洞县,,,,,,
,,,虹口区,上海,上海市,虹口区,,,,,,
,,,宏伟区,辽宁省,辽阳市,宏伟区,,,,,,
,,,红原县,四川省,阿坝藏族羌族自治州,红原县,,,,,,
,,,红星区,黑龙江省,伊春市,红星区,,,,,,
,,,红塔区,云南省,玉溪市,红塔区,,,,,,
,,,红山区,内蒙古自治区,赤峰市,红山区,,,,,,
,,,红桥区,天津,天津市,红桥区,,,,,,
,,,红旗区,河南省,新乡市,红旗区,,,,,,
,,,红河县,云南省,红河哈尼族彝族自治州,红河县,,,,,,
,,,红古区,甘肃省,兰州市,红古区,,,,,,
,,,红岗区,黑龙江省,大庆市,红岗区,,,,,,
,,,红安县,湖北省,黄冈市,红安县,,,,,,
,,,衡阳县,湖南省,衡阳市,衡阳县,,,,,,
,,,衡山县,湖南省,衡阳市,衡山县,,,,,,
,,,衡南县,湖南省,衡阳市,衡南县,,,,,,
,,,衡东县,湖南省,衡阳市,衡东县,,,,,,
,,,横山县,陕西省,榆林市,横山县,,,,,,
,,,横峰县,江西省,上饶市,横峰县,,,,,,
,,,恒山区,黑龙江省,鸡西市,恒山区,,,,,,
,,,黑水县,四川省,阿坝藏族羌族自治州,黑水县,,,,,,
,,,黑山县,辽宁省,锦州市,黑山县,,,,,,
,,,鹤山市,广东省,江门市,鹤山市,,,,,,
,,,鹤山区,河南省,鹤壁市,鹤山区,,,,,,
,,,鹤庆县,云南省,大理白族自治州,鹤庆县,,,,,,
,,,鹤峰县,湖北省,恩施土家族苗族自治州,鹤峰县,,,,,,
,,,鹤城区,湖南省,怀化市,鹤城区,,,,,,
,,,赫章县,贵州省,毕节地区,赫章县,,,,,,
,,,赫山区,湖南省,益阳市,赫山区,,,,,,
,,,贺兰县,宁夏回族自治区,银川市,贺兰县,,,,,,
,,,荷塘区,湖南省,株洲市,荷塘区,,,,,,
,,,河西区,天津,天津市,河西区,,,,,,
,,,河曲县,山西省,忻州市,河曲县,,,,,,
,,,河南县,青海省,黄南藏族自治州,河南蒙古族自治县,,,,,,
,,,河口区,山东省,东营市,河口区,,,,,,
,,,河津市,山西省,运城市,河津市,,,,,,
,,,河间市,河北省,沧州市,河间市,,,,,,
,,,河东区,天津,天津市,河东区,,,,,,
,,,河东区,山东省,临沂市,河东区,,,,,,
,,,河北区,天津,天津市,河北区,,,,,,
,,,和政县,甘肃省,临夏回族自治州,和政县,,,,,,
,,,和田县,新疆维吾尔自治区,和田地区,和田县,,,,,,
,,,和田市,新疆维吾尔自治区,和田地区,和田市,,,,,,
,,,和硕县,新疆维吾尔自治区,巴音郭楞蒙古自治州,和硕县,,,,,,
,,,和顺县,山西省,晋中市,和顺县,,,,,,
,,,和平县,广东省,河源市,和平县,,,,,,
,,,和平区,辽宁省,沈阳市,和平区,,,,,,
,,,和平区,天津,天津市,和平区,,,,,,
,,,和龙市,吉林省,延边朝鲜族自治州,和龙市,,,,,,
,,,和静县,新疆维吾尔自治区,巴音郭楞蒙古自治州,和静县,,,,,,
,,,合作市,甘肃省,甘南藏族自治州,合作市,,,,,,
,,,合阳县,陕西省,渭南市,合阳县,,,,,,
,,,合水县,甘肃省,庆阳市,合水县,,,,,,
,,,合山市,广西壮族自治区,来宾市,合山市,,,,,,
,,,合浦县,广西壮族自治区,北海市,合浦县,,,,,,
,,,合江县,四川省,泸州市,合江县,,,,,,
,,,合川区,重庆,重庆市,合川区,,,,,,
,,,濠江区,广东省,汕头市,濠江区,,,,,,
,,,杭锦旗,内蒙古自治区,鄂尔多斯市,杭锦旗,,,,,,
,,,行唐县,河北省,石家庄市,行唐县,,,,,,
,,,汉源县,四川省,雅安市,汉源县,,,,,,
,,,汉阴县,陕西省,安康市,汉阴县,,,,,,
,,,汉阳区,湖北省,武汉市,汉阳区,,,,,,
,,,汉台区,陕西省,汉中市,汉台区,,,,,,
,,,汉寿县,湖南省,常德市,汉寿县,,,,,,
,,,汉南区,湖北省,武汉市,汉南区,,,,,,
,,,汉川市,湖北省,孝感市,汉川市,,,,,,
,,,汉滨区,陕西省,安康市,汉滨区,,,,,,
,,,寒亭区,山东省,潍坊市,寒亭区,,,,,,
,,,韩城市,陕西省,渭南市,韩城市,,,,,,
,,,涵江区,福建省,莆田市,涵江区,,,,,,
,,,含山县,安徽省,马鞍山市,含山县,,,,,,
,,,邯山区,河北省,邯郸市,邯山区,,,,,,
,,,邯郸县,河北省,邯郸市,邯郸县,,,,,,
,,,邗江区,江苏省,扬州市,邗江区,,,,,,
,,,海珠区,广东省,广州市,海珠区,,,,,,
,,,海州区,辽宁省,阜新市,海州区,,,,,,
,,,海州区,江苏省,连云港市,海州区,,,,,,
,,,海原县,宁夏回族自治区,中卫市,海原县,,,,,,
,,,海阳市,山东省,烟台市,海阳市,,,,,,
,,,海晏县,青海省,海北藏族自治州,海晏县,,,,,,
,,,海盐县,浙江省,嘉兴市,海盐县,,,,,,
,,,海兴县,河北省,沧州市,海兴县,,,,,,
,,,海棠区,海南省,三亚市,海棠区,,,,,,
,,,海曙区,浙江省,宁波市,海曙区,,,,,,
,,,海宁市,浙江省,嘉兴市,海宁市,,,,,,
,,,海南区,内蒙古自治区,乌海市,海南区,,,,,,
,,,海门市,江苏省,南通市,海门市,,,,,,
,,,海伦市,黑龙江省,绥化市,海伦市,,,,,,
,,,海陵区,江苏省,泰州市,海陵区,,,,,,
,,,海林市,黑龙江省,牡丹江市,海林市,,,,,,
,,,海港区,河北省,秦皇岛市,海港区,,,,,,
,,,海丰县,广东省,汕尾市,海丰县,,,,,,
,,,海淀区,北京,北京市,海淀区,,,,,,
,,,海城市,辽宁省,鞍山市,海城市,,,,,,
,,,海城区,广西壮族自治区,北海市,海城区,,,,,,
,,,海沧区,福建省,厦门市,海沧区,,,,,,
,,,海安县,江苏省,南通市,海安县,,,,,,
,,,哈密市,新疆维吾尔自治区,哈密地区,哈密市,,,,,,
,,,桂阳县,湖南省,郴州市,桂阳县,,,,,,
,,,桂平市,广西壮族自治区,贵港市　　,桂平市,,,,,,
,,,桂东县,湖南省,郴州市,桂东县,,,,,,
,,,贵溪市,江西省,鹰潭市,贵溪市,,,,,,
,,,贵南县,青海省,海南藏族自治州,贵南县,,,,,,
,,,贵定县,贵州省,黔南布依族苗族自治州,贵定县,,,,,,
,,,贵德县,青海省,海南藏族自治州,贵德县,,,,,,
,,,贵池区,安徽省,池州市,贵池区,,,,,,
,,,广宗县,河北省,邢台市,广宗县,,,,,,
,,,广阳区,河北省,廊坊市,广阳区,,,,,,
,,,广水市,湖北省,随州市,广水市,,,,,,
,,,广饶县,山东省,东营市,广饶县,,,,,,
,,,广平县,河北省,邯郸市,广平县,,,,,,
,,,广宁县,广东省,肇庆市,广宁县,,,,,,
,,,广南县,云南省,文山壮族苗族自治州,广南县,,,,,,
,,,广陵区,江苏省,扬州市,广陵区,,,,,,
,,,广灵县,山西省,大同市,广灵县,,,,,,
,,,广河县,甘肃省,临夏回族自治州,广河县,,,,,,
,,,广汉市,四川省,德阳市,广汉市,,,,,,
,,,广丰县,江西省,上饶市,广丰县,,,,,,
,,,广德县,安徽省,宣城市,广德县,,,,,,
,,,广昌县,江西省,抚州市,广昌县,,,,,,
,,,广安区,四川省,广安市,广安区,,,,,,
,,,光泽县,福建省,南平市,光泽县,,,,,,
,,,光山县,河南省,信阳市,光山县,,,,,,
,,,灌云县,江苏省,连云港市,灌云县,,,,,,
,,,灌阳县,广西壮族自治区,桂林市,灌阳县,,,,,,
,,,灌南县,江苏省,连云港市,灌南县,,,,,,
,,,馆陶县,河北省,邯郸市,馆陶县,,,,,,
,,,官渡区,云南省,昆明市,官渡区,,,,,,
,,,瓜州县,甘肃省,酒泉市,瓜州县,,,,,,
,,,故城县,河北省,衡水市,故城县,,,,,,
,,,固镇县,安徽省,蚌埠市,固镇县,,,,,,
,,,固阳县,内蒙古自治区,包头市,固阳县,,,,,,
,,,固始县,河南省,信阳市,固始县,,,,,,
,,,固安县,河北省,廊坊市,固安县,,,,,,
,,,鼓楼区,江苏省,南京市,鼓楼区,,,,,,
,,,鼓楼区,江苏省,徐州市,鼓楼区,,,,,,
,,,鼓楼区,福建省,福州市,鼓楼区,,,,,,
,,,鼓楼区,河南省,开封市,鼓楼区,,,,,,
,,,谷城县,湖北省,襄阳市,谷城县,,,,,,
,,,古丈县,湖南省,湘西土家族苗族自治州,古丈县,,,,,,
,,,古冶区,河北省,唐山市,古冶区,,,,,,
,,,古田县,福建省,宁德市,古田县,,,,,,
,,,古塔区,辽宁省,锦州市,古塔区,,,,,,
,,,古蔺县,四川省,泸州市,古蔺县,,,,,,
,,,古浪县,甘肃省,武威市,古浪县,,,,,,
,,,古交市,山西省,太原市,古交市,,,,,,
,,,古城区,云南省,丽江市,古城区,,,,,,
,,,姑苏区,江苏省,苏州市,姑苏区,,,,,,
,,,沽源县,河北省,张家口市,沽源县,,,,,,
,,,贡井区,四川省,自贡市,贡井区,,,,,,
,,,贡觉县,西藏自治区,昌都地区,贡觉县,,,,,,
,,,贡嘎县,西藏自治区,山南地区,贡嘎县,,,,,,
,,,共和县,青海省,海南藏族自治州,共和县,,,,,,
,,,拱墅区,浙江省,杭州市,拱墅区,,,,,,
,,,巩义市,河南省,郑州市,巩义市,,,,,,
,,,巩留县,新疆维吾尔自治区,伊犁哈萨克自治州,巩留县,,,,,,
,,,公安县,湖北省,荆州市,公安县,,,,,,
,,,工农区,黑龙江省,鹤岗市,工农区,,,,,,
,,,根河市,内蒙古自治区,呼伦贝尔市,根河市,,,,,,
,,,个旧市,云南省,红河哈尼族彝族自治州,个旧市,,,,,,
,,,革吉县,西藏自治区,阿里地区,革吉县,,,,,,
,,,藁城区,河北省,石家庄市,藁城区,,,,,,
,,,高州市,广东省,茂名市,高州市,,,,,,
,,,高邮市,江苏省,扬州市,高邮市,,,,,,
,,,高邑县,河北省,石家庄市,高邑县,,,,,,
,,,高要市,广东省,肇庆市,高要市,,,,,,
,,,高阳县,河北省,保定市,高阳县,,,,,,
,,,高唐县,山东省,聊城市,高唐县,,,,,,
,,,高台县,甘肃省,张掖市,高台县,,,,,,
,,,高青县,山东省,淄博市,高青县,,,,,,
,,,高坪区,四川省,南充市,高坪区,,,,,,
,,,高平市,山西省,晋城市,高平市,,,,,,
,,,高明区,广东省,佛山市,高明区,,,,,,
,,,高密市,山东省,潍坊市,高密市,,,,,,
,,,高陵县,陕西省,西安市,高陵县,,,,,,
,,,高港区,江苏省,泰州市,高港区,,,,,,
,,,高淳区,江苏省,南京市,高淳区,,,,,,
,,,高安市,江西省,宜春市,高安市,,,,,,
,,,皋兰县,甘肃省,兰州市,皋兰县,,,,,,
,,,港闸区,江苏省,南通市,港闸区,,,,,,
,,,港南区,广西壮族自治区,贵港市　　,港南区,,,,,,
,,,港口区,广西壮族自治区,防城港市　　,港口区,,,,,,
,,,港北区,广西壮族自治区,贵港市　　,港北区,,,,,,
,,,岗巴县,西藏自治区,日喀则市,岗巴县,,,,,,
,,,钢城区,山东省,莱芜市,钢城区,,,,,,
,,,刚察县,青海省,海北藏族自治州,刚察县,,,,,,
,,,赣榆区,江苏省,连云港市,赣榆区,,,,,,
,,,甘孜县,四川省,甘孜藏族自治州,甘孜县,,,,,,
,,,甘州区,甘肃省,张掖市,甘州区,,,,,,
,,,甘泉县,陕西省,延安市,甘泉县,,,,,,
,,,甘南县,黑龙江省,齐齐哈尔市,甘南县,,,,,,
,,,甘洛县,四川省,凉山彝族自治州,甘洛县,,,,,,
,,,甘谷县,甘肃省,天水市,甘谷县,,,,,,
,,,甘德县,青海省,果洛藏族自治州,甘德县,,,,,,
,,,盖州市,辽宁省,营口市,盖州市,,,,,,
,,,改则县,西藏自治区,阿里地区,改则县,,,,,,
,,,噶尔县,西藏自治区,阿里地区,噶尔县,,,,,,
,,,伽师县,新疆维吾尔自治区,喀什地区,伽师县,,,,,,
,,,富蕴县,新疆维吾尔自治区,阿勒泰地区,富蕴县,,,,,,
,,,富源县,云南省,曲靖市,富源县,,,,,,
,,,富裕县,黑龙江省,齐齐哈尔市,富裕县,,,,,,
,,,富阳市,浙江省,杭州市,富阳市,,,,,,
,,,富顺县,四川省,自贡市,富顺县,,,,,,
,,,富平县,陕西省,渭南市,富平县,,,,,,
,,,富宁县,云南省,文山壮族苗族自治州,富宁县,,,,,,
,,,富民县,云南省,昆明市,富民县,,,,,,
,,,富锦市,黑龙江省,佳木斯市,富锦市,,,,,,
,,,复兴区,河北省,邯郸市,复兴区,,,,,,
,,,阜平县,河北省,保定市,阜平县,,,,,,
,,,阜宁县,江苏省,盐城市,阜宁县,,,,,,
,,,阜南县,安徽省,阜阳市,阜南县,,,,,,
,,,阜康市,新疆维吾尔自治区,昌吉回族自治州,阜康市,,,,,,
,,,阜城县,河北省,衡水市,阜城县,,,,,,
,,,府谷县,陕西省,榆林市,府谷县,,,,,,
,,,抚远县,黑龙江省,佳木斯市,抚远县,,,,,,
,,,抚松县,吉林省,白山市,抚松县,,,,,,
,,,抚顺县,辽宁省,抚顺市,抚顺县,,,,,,
,,,抚宁县,河北省,秦皇岛市,抚宁县,,,,,,
,,,福田区,广东省,深圳市,福田区,,,,,,
,,,福山区,山东省,烟台市,福山区,,,,,,
,,,福泉市,贵州省,黔南布依族苗族自治州,福泉市,,,,,,
,,,福清市,福建省,福州市,福清市,,,,,,
,,,福绵区,广西壮族自治区,玉林市,福绵区,,,,,,
,,,福海县,新疆维吾尔自治区,阿勒泰地区,福海县,,,,,,
,,,福贡县,云南省,怒江傈僳族自治州,福贡县,,,,,,
,,,福鼎市,福建省,宁德市,福鼎市,,,,,,
,,,福安市,福建省,宁德市,福安市,,,,,,
,,,涪陵区,重庆,重庆市,涪陵区,,,,,,
,,,涪城区,四川省,绵阳市,涪城区,,,,,,
,,,浮山县,山西省,临汾市,浮山县,,,,,,
,,,浮梁县,江西省,景德镇市,浮梁县,,,,,,
,,,芙蓉区,湖南省,长沙市,芙蓉区,,,,,,
,,,扶余市,吉林省,松原市,扶余市,,,,,,
,,,扶绥县,广西壮族自治区,崇左市,扶绥县,,,,,,
,,,扶沟县,河南省,周口市,扶沟县,,,,,,
,,,扶风县,陕西省,宝鸡市,扶风县,,,,,,
,,,佛坪县,陕西省,汉中市,佛坪县,,,,,,
,,,佛冈县,广东省,清远市,佛冈县,,,,,,
,,,奉新县,江西省,宜春市,奉新县,,,,,,
,,,奉贤区,上海,上海市,奉贤区,,,,,,
,,,奉节县,四川省,成都市,奉节县,,,,,,
,,,奉节县,重庆,重庆市,奉节县,,,,,,
,,,奉化市,浙江省,宁波市,奉化市,,,,,,
,,,凤阳县,安徽省,滁州市,凤阳县,,,,,,
,,,凤翔县,陕西省,宝鸡市,凤翔县,,,,,,
,,,凤台县,安徽省,淮南市,凤台县,,,,,,
,,,凤山县,广西壮族自治区,河池市,凤山县,,,,,,
,,,凤泉区,河南省,新乡市,凤泉区,,,,,,
,,,凤庆县,云南省,临沧市,凤庆县,,,,,,
,,,凤凰县,湖南省,湘西土家族苗族自治州,凤凰县,,,,,,
,,,凤冈县,贵州省,遵义市,凤冈县,,,,,,
,,,凤城市,辽宁省,丹东市,凤城市,,,,,,
,,,封丘县,河南省,新乡市,封丘县,,,,,,
,,,封开县,广东省,肇庆市,封开县,,,,,,
,,,丰镇市,内蒙古自治区,乌兰察布市,丰镇市,,,,,,
,,,丰泽区,福建省,泉州市,丰泽区,,,,,,
,,,丰台区,北京,北京市,丰台区,,,,,,
